,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
10,5,12,15,12,14,14,14,22,16,29,21,25,25,25,8,27,27,13,29,29,10,6,10,26,27,19,24,21,5,24,27,27,19,27,5,5,5,27,2,13,21,5,13,2,25,6,15,27,23,28,25,25,24,24,27,5,25,27,27,14,5,13,21,21,27,27,19,10,27,13,22,27,27,27,9,25,19,6,6,7,3,27,10,27,16,9,26,26,6,14,27,7,28,26,10,6,27,20,27,24,27,2,20,28,19,15,23,4,23,29,22,5,5,5,19,29,6,17,8,12,5,25,21,27,13,22,22,22,22,22,5,28,28,27,25,27,3,27,10,5,15,27,27,27,19,9,27,9,5,5,3,12,2,25,19,21,10,6,21,29,29,13,11,25,10,13,7,29,24,13,16,11,7,17,9,17,13,14,22,20,9,19,5,8,25,3,12,12,12,6,3,15,19,16,13,19,27,27,5,4,3,19,16,6,6,14,23,29,19,19,19,25,8,4,10,13,20,25,11,9,6,16,27,5,14,24,24,21,25,14,6,16,27,8,19,11,24,28,6,19,10,5,20,11,19,25,19,5,8,25,29,12,26,27,11,7,23,4,19,6,21,7,6,6,5,16,27,27,19,25,7,29,3,28,25,15,25,25,23,9,24,11,10,9,17,27,20,10,24,22,24,27,21,25,5,19,25,3,3,20,27,15,15,19,9,2,19,8,28,28,11,3,3,25,25,27,12,25,26,14,5,9,12,20,29,27,11,27,27,26,19,23,19,28,27,18,27,28,19,27,9,27,27,28,28,28,21,27,28,28,26,27,27,27,17,19,19,15,22,9,28,24,9,5
11,12,12,15,21,19,14,5,16,9,13,29,25,25,29,29,5,9,10,14,22,21,6,27,24,27,19,24,27,7,27,27,9,27,8,19,19,11,14,27,2,21,5,13,9,2,10,10,17,12,27,5,25,24,24,27,27,9,27,7,5,19,19,21,20,27,8,19,19,13,9,20,6,5,27,25,25,19,6,6,7,9,9,5,25,27,25,29,11,19,8,20,7,28,27,10,14,3,20,6,29,27,13,29,28,27,15,25,5,21,29,22,22,14,25,27,5,27,29,8,25,10,29,21,19,13,15,8,20,22,9,3,27,29,9,27,9,4,5,27,8,5,27,27,19,19,9,29,9,19,27,25,12,13,27,19,5,25,6,21,21,29,13,8,4,2,13,27,5,7,20,16,24,9,5,26,7,25,24,13,20,16,14,25,25,21,8,12,12,27,6,12,15,29,16,13,13,7,5,27,4,3,19,6,27,6,17,3,29,19,19,13,11,8,4,9,10,10,25,5,27,8,14,5,5,19,3,24,13,25,27,27,17,5,5,19,11,11,3,19,9,22,22,21,5,27,25,19,5,27,5,27,12,5,19,11,7,24,7,11,12,10,10,11,5,5,25,3,5,19,10,25,29,8,22,25,25,25,25,23,19,22,14,5,25,4,6,4,8,3,3,27,27,27,25,25,19,25,19,11,14,25,10,7,9,15,25,26,19,20,28,20,25,21,25,11,23,21,25,26,14,21,9,15,18,5,24,11,18,26,26,19,9,17,28,27,18,18,28,19,27,22,9,27,28,28,28,21,27,9,28,28,27,13,20,22,27,15,15,5,15,12,19,9,27
12,15,11,15,28,28,10,5,25,13,13,25,24,9,25,29,29,9,9,10,5,11,6,27,5,27,19,16,5,21,8,27,9,27,27,19,5,5,11,19,13,21,3,3,14,2,22,25,17,8,24,25,5,25,24,27,27,9,5,20,9,19,27,19,5,21,11,19,6,13,27,9,27,9,5,24,25,16,27,7,11,25,27,16,27,9,29,29,19,8,19,29,7,28,26,10,27,7,20,17,26,27,14,15,25,25,15,19,19,23,14,22,22,29,5,5,29,6,29,27,27,10,5,8,27,13,27,18,22,22,7,3,11,6,21,6,28,4,6,24,5,19,19,27,27,19,21,27,27,5,15,11,19,21,5,27,27,25,2,21,21,8,13,14,4,10,10,27,22,19,27,19,25,4,17,6,16,27,14,11,26,11,11,19,14,2,8,12,12,27,6,12,11,5,5,5,19,21,24,27,5,5,5,18,6,6,11,23,14,13,19,19,11,5,16,9,10,10,7,5,5,6,27,5,5,5,6,19,21,25,27,20,16,5,14,27,11,24,28,6,14,10,22,21,29,27,19,19,2,8,25,23,12,25,27,10,7,24,14,19,6,10,27,11,29,16,27,27,5,21,10,5,29,2,22,25,25,19,25,29,14,9,22,6,9,5,27,8,8,25,16,20,27,13,27,9,25,25,19,11,5,24,28,15,11,15,9,19,19,7,13,25,9,27,28,24,24,2,19,26,14,21,9,15,27,10,6,15,5,27,27,8,19,9,27,17,12,18,8,19,27,20,19,27,9,28,18,12,27,28,28,9,17,11,7,17,27,15,15,5,8,9,19,27,27
13,15,11,14,14,7,9,9,24,19,13,9,25,25,25,9,29,9,9,10,22,22,6,27,17,27,19,27,5,13,21,17,13,12,8,27,11,17,11,12,19,25,26,9,9,4,25,21,17,27,27,5,5,25,24,9,27,14,11,14,16,19,28,19,21,21,27,19,19,13,9,21,15,13,29,27,9,29,16,7,5,18,27,5,8,9,29,9,8,8,25,13,20,19,26,10,6,9,23,17,6,27,13,20,5,25,11,14,5,18,16,22,22,3,8,10,29,19,5,17,8,19,5,8,19,6,3,25,14,22,9,27,25,11,27,27,28,5,27,14,6,9,19,8,27,19,27,27,27,25,24,2,5,5,25,27,27,25,2,21,27,19,13,29,4,10,10,29,12,20,6,22,2,2,17,6,24,16,6,22,5,11,11,25,25,21,8,12,12,27,13,19,23,11,5,5,13,7,21,6,4,7,15,19,27,6,9,29,9,19,24,19,19,25,15,22,10,10,7,2,6,27,14,8,5,10,24,24,21,25,18,11,22,25,8,19,11,11,28,19,29,10,27,21,5,5,5,22,5,10,25,5,12,5,27,10,7,29,15,19,19,10,29,11,29,5,25,2,5,9,10,3,8,13,25,21,25,25,25,25,5,25,14,14,6,19,27,8,19,8,3,3,27,27,27,21,25,25,19,19,3,24,28,14,9,25,19,9,16,14,28,13,11,3,28,25,14,27,25,17,14,9,9,26,5,26,26,3,5,24,27,22,9,28,19,9,15,6,19,9,27,12,17,24,9,26,9,9,28,28,9,9,9,19,23,17,27,15,15,5,12,23,9,24,27
14,15,14,26,8,10,14,15,16,3,21,25,24,25,29,29,25,9,9,13,5,22,19,27,8,24,27,24,5,21,21,17,9,9,27,27,9,15,14,26,2,21,5,13,9,14,29,21,27,12,24,28,9,25,24,5,27,25,19,20,13,27,24,24,21,27,27,19,6,27,9,21,21,9,27,27,27,8,16,7,7,25,27,5,11,7,19,26,28,28,19,29,24,10,19,8,6,3,27,27,26,13,13,10,8,11,11,14,5,18,14,29,22,27,8,25,21,12,27,14,23,20,5,8,21,13,7,17,25,19,7,16,25,2,19,27,27,4,14,13,5,21,6,6,27,15,27,6,27,27,5,24,13,21,25,27,27,25,5,21,2,29,13,5,2,10,10,16,15,8,7,2,2,25,17,29,24,3,28,24,25,9,6,25,14,25,2,10,27,27,20,27,23,5,11,5,13,13,6,27,27,7,25,18,27,25,15,27,27,13,24,19,5,25,25,25,13,25,20,24,27,9,4,5,5,5,3,24,24,25,14,27,16,5,19,6,14,24,19,19,9,21,10,13,5,27,5,19,19,7,25,5,12,27,13,9,7,17,29,27,25,10,16,11,9,5,25,26,8,9,10,3,7,14,10,21,25,25,25,25,14,22,9,25,9,14,27,29,27,8,6,3,24,22,12,16,25,25,19,5,12,27,13,25,5,27,9,19,19,28,28,9,9,3,28,25,24,11,19,24,14,14,9,26,26,26,26,7,5,12,27,19,8,4,5,15,20,3,4,27,25,20,9,8,28,28,9,5,28,28,26,27,27,19,3,21,27,15,15,11,12,15,9,3,21
15,24,28,29,29,10,14,8,13,10,25,25,9,9,9,29,29,9,9,10,13,22,15,27,5,27,19,5,5,5,24,22,9,19,5,27,27,12,14,5,21,2,3,9,29,5,25,29,20,5,27,25,26,25,9,15,27,27,14,20,20,19,13,21,27,24,3,19,9,9,6,24,22,17,27,25,25,5,6,7,7,6,28,25,11,7,20,26,28,19,29,27,26,19,13,8,11,9,29,27,19,22,19,24,8,25,11,19,5,18,6,22,22,23,5,8,21,6,5,17,25,27,27,19,19,10,7,25,17,19,22,14,5,25,19,27,28,4,14,22,8,6,15,6,5,16,19,2,27,3,24,14,13,21,25,3,27,2,5,5,21,14,27,28,4,10,13,29,12,3,14,19,2,5,5,15,24,14,6,10,13,9,5,28,25,14,2,11,27,27,21,27,23,23,5,27,27,27,24,6,19,8,18,19,6,7,27,27,27,13,24,19,13,12,25,16,17,10,24,14,9,8,14,25,5,5,24,24,10,25,22,27,13,19,6,14,11,11,22,19,16,25,22,4,20,28,26,19,5,2,5,19,12,6,13,19,8,5,27,12,19,17,16,11,7,14,13,17,5,4,12,3,20,14,22,21,25,2,25,25,25,12,14,10,22,5,27,4,10,8,25,3,24,22,27,25,25,2,27,9,12,11,25,5,9,25,17,10,8,29,28,20,9,9,28,25,27,11,19,19,14,28,9,14,27,26,6,27,5,29,27,22,9,28,5,26,20,6,27,5,21,12,9,8,28,26,26,10,18,28,7,21,27,19,27,14,11,15,5,11,28,28,9,24,21
16,6,28,26,25,14,9,17,16,9,25,19,9,9,29,29,10,10,9,22,22,22,27,27,8,19,10,5,5,27,21,22,9,21,5,27,19,9,14,3,6,16,21,7,9,5,25,24,14,27,27,25,19,10,24,24,25,24,14,20,13,19,15,21,16,27,27,5,27,10,28,5,10,27,27,21,25,5,8,7,27,28,28,16,15,19,26,26,19,19,14,4,7,19,14,8,27,27,14,27,10,13,13,19,25,11,11,28,4,11,9,10,9,10,5,20,21,19,5,27,27,27,25,20,19,5,7,14,25,11,9,27,22,2,27,6,22,27,27,22,5,6,14,24,13,15,25,6,27,17,21,12,13,21,6,5,27,6,14,6,21,14,8,5,4,10,22,29,15,22,23,16,14,27,5,29,24,28,24,22,13,3,20,2,25,19,2,14,27,27,6,27,3,3,10,5,27,18,25,24,13,6,8,19,6,7,27,27,7,13,19,8,15,17,7,15,17,27,6,5,25,29,15,25,29,8,3,24,10,7,27,27,20,27,5,11,11,24,27,19,19,10,22,27,11,19,10,22,9,10,25,27,12,8,13,9,7,8,15,6,12,17,25,11,14,15,28,5,19,19,12,22,3,14,20,25,25,25,25,19,25,12,14,10,25,25,5,5,19,26,3,3,25,10,12,19,25,25,19,9,9,11,14,14,7,5,19,19,8,26,27,27,9,3,7,9,9,11,19,14,14,9,9,28,5,18,28,15,5,27,19,23,19,4,5,5,8,12,7,5,25,12,9,9,9,26,9,12,28,18,5,10,20,19,27,14,15,15,5,11,28,11,5,12,28
17,5,14,5,29,13,14,16,3,25,27,25,25,18,26,6,10,10,9,29,25,10,27,27,24,5,21,5,5,5,21,5,9,27,8,26,19,15,14,5,16,3,23,9,6,25,25,25,14,20,27,28,19,19,16,25,25,25,20,20,13,19,21,6,29,27,27,27,10,27,5,5,5,27,5,25,19,29,24,7,27,24,28,27,27,19,5,19,26,27,11,27,28,19,6,27,11,27,5,27,6,6,8,19,25,19,27,12,11,13,11,13,9,9,8,25,6,19,5,14,23,14,25,29,21,29,7,7,25,11,20,9,27,11,27,18,28,28,5,14,21,24,19,27,21,15,2,11,29,29,21,22,13,21,25,5,29,6,5,21,13,29,8,25,4,13,27,27,12,20,2,14,2,5,29,3,24,10,5,13,13,9,14,2,14,25,8,18,27,25,4,27,27,3,10,27,27,27,2,9,13,7,8,19,6,7,27,27,27,13,8,20,5,17,27,15,17,27,16,5,27,5,5,27,8,8,3,12,28,8,14,6,22,5,4,2,11,14,27,19,19,6,22,5,20,10,21,22,2,6,25,17,27,13,19,13,25,8,27,27,19,6,21,19,12,13,28,13,5,19,5,3,3,10,14,18,6,27,25,25,25,3,14,14,10,25,17,4,19,8,3,24,26,11,10,25,25,19,4,14,25,11,29,10,9,25,19,10,19,25,27,27,12,19,14,19,27,11,19,19,14,14,28,18,18,18,28,6,27,29,19,8,9,19,5,15,28,12,7,27,25,19,9,9,9,26,9,15,18,5,9,27,20,12,27,26,26,15,15,5,28,8,5,12,28
18,12,28,26,27,14,10,22,3,7,15,19,12,9,9,9,25,10,9,5,22,22,29,26,27,8,27,5,7,5,5,6,9,18,8,27,27,9,15,27,16,27,21,14,9,25,25,24,14,5,27,24,25,5,24,5,25,13,8,12,20,11,25,5,14,5,4,21,27,27,22,16,27,27,27,27,27,29,9,16,27,5,25,16,27,19,14,27,28,27,5,29,11,17,14,6,5,27,5,27,24,19,19,19,25,12,19,27,27,13,9,7,27,27,27,19,6,12,5,25,27,14,15,19,21,6,7,7,25,11,17,5,11,11,27,6,5,5,27,14,5,21,4,27,26,15,2,25,29,21,5,22,13,10,25,5,29,14,5,21,9,15,27,8,4,18,14,19,20,22,14,16,2,5,29,3,24,10,27,13,13,22,14,16,27,19,19,18,27,25,13,27,27,3,29,27,27,2,9,9,29,8,12,6,6,7,27,6,27,27,8,16,16,5,27,12,13,13,19,5,14,5,27,5,25,8,3,25,14,6,14,20,22,15,4,2,14,4,27,6,9,22,25,5,5,8,6,19,28,14,24,17,27,16,23,19,26,13,27,15,25,21,5,25,12,13,9,9,9,9,19,4,12,16,11,13,12,21,25,25,25,25,29,9,22,14,9,9,14,8,4,24,24,8,27,8,25,10,28,19,25,19,14,9,11,27,22,10,19,15,27,27,19,19,28,19,24,19,19,21,14,28,28,28,18,18,28,25,27,11,19,23,9,11,5,9,6,22,28,27,27,27,27,19,9,9,9,28,28,28,26,27,18,19,27,25,19,27,15,28,28,15,9,10,5
19,11,28,15,15,14,14,15,16,16,9,19,25,9,25,24,25,5,9,26,2,29,27,5,8,27,19,5,7,21,5,5,9,9,5,27,27,9,9,27,20,19,23,21,6,25,25,22,14,20,14,20,19,5,24,15,25,13,20,20,20,13,21,6,29,14,29,27,10,27,21,11,27,10,27,19,19,29,26,8,27,24,25,16,14,10,26,27,26,27,9,13,27,13,6,27,28,28,14,27,27,13,8,6,7,13,27,27,27,13,17,27,27,19,6,25,7,12,5,27,20,14,28,26,21,26,7,29,7,25,20,6,5,11,27,6,28,28,14,14,5,21,19,8,22,16,25,19,22,27,22,5,13,9,25,29,27,19,10,5,6,14,15,8,4,27,27,27,27,27,27,23,2,5,29,29,24,10,27,13,13,15,23,16,19,19,14,18,27,25,13,10,24,3,14,27,27,27,9,6,6,12,19,27,6,7,23,16,27,27,13,9,25,29,27,6,25,6,21,5,27,4,7,5,20,3,22,25,14,7,5,20,27,15,25,2,14,9,27,14,10,6,11,5,5,5,24,25,12,11,7,11,14,15,19,25,5,13,27,27,4,8,8,19,12,13,12,9,19,9,14,5,6,16,25,12,12,12,21,25,25,25,14,9,22,22,8,14,22,27,3,2,26,21,27,25,25,19,4,22,25,15,14,10,28,5,29,10,12,3,27,27,25,11,14,25,25,11,11,12,28,28,5,27,26,18,26,6,27,11,5,5,27,27,5,3,18,9,18,9,27,15,14,9,19,9,9,28,28,28,28,27,21,19,26,20,22,27,5,28,12,26,27,12,8
20,12,15,15,15,3,14,8,22,9,3,11,12,25,26,24,25,27,9,2,10,22,22,10,27,27,28,5,14,5,27,14,9,18,27,27,27,9,9,5,5,19,21,7,6,25,25,24,12,20,4,25,29,5,6,13,13,13,25,20,11,24,13,16,29,28,11,4,27,27,14,27,27,27,27,27,9,27,8,26,16,5,19,3,28,28,7,10,24,28,6,26,19,13,14,20,27,27,14,27,11,13,7,6,2,13,6,6,27,27,9,5,27,27,5,5,7,9,29,10,7,9,20,20,8,10,27,17,7,25,15,6,27,27,11,25,28,5,22,14,15,21,4,8,21,19,9,25,27,16,17,22,24,9,25,5,13,14,10,21,25,14,5,8,6,18,27,27,11,27,9,8,9,5,29,29,21,26,6,13,13,10,9,13,19,11,19,18,27,3,6,10,18,7,29,27,27,9,2,8,6,12,12,25,27,7,5,16,26,13,13,20,24,29,27,25,25,16,21,5,5,16,5,8,17,27,25,25,14,13,10,11,11,19,9,25,17,11,4,10,20,21,14,15,23,6,6,28,3,22,10,11,14,21,19,29,19,19,11,15,25,2,8,23,12,12,5,9,19,9,19,19,6,16,3,27,12,12,6,25,25,25,14,14,22,8,9,19,22,8,25,14,14,14,27,25,6,2,21,29,25,5,5,10,5,14,11,25,25,25,27,27,11,19,19,25,25,11,19,12,9,9,5,5,27,26,5,10,13,11,5,23,27,8,5,21,8,8,9,8,27,15,9,9,24,21,27,15,28,28,26,9,5,10,27,23,22,27,5,23,18,25,27,9,21
21,11,15,15,11,14,14,8,22,27,9,20,12,9,6,24,25,25,9,10,22,22,6,17,27,6,27,25,16,21,5,27,26,12,27,5,27,9,9,5,13,20,21,14,26,25,25,25,17,20,14,19,19,5,25,25,13,2,17,20,15,3,2,2,5,5,14,4,27,27,14,5,27,13,2,2,27,5,8,20,26,11,6,26,28,28,26,10,9,27,6,16,19,27,19,20,11,27,14,27,13,13,8,27,6,13,19,9,5,19,6,9,27,12,5,8,20,25,5,20,7,9,9,7,6,27,27,15,3,25,19,6,27,27,24,25,5,5,27,14,21,29,20,8,6,9,25,25,8,16,19,5,8,14,25,5,13,14,5,21,9,14,8,18,27,6,27,9,27,19,27,16,2,5,29,13,24,26,6,13,27,11,15,27,25,21,5,18,5,6,6,10,6,7,28,27,27,2,8,3,14,8,19,15,22,23,5,12,8,13,13,13,7,5,27,25,20,16,21,14,9,16,5,24,24,28,12,25,13,13,22,20,11,19,25,12,25,24,4,14,5,21,5,15,19,6,6,28,27,15,11,27,14,13,19,11,19,13,11,27,4,12,13,23,25,5,5,9,9,25,4,27,3,3,26,12,12,21,21,25,25,22,5,9,22,8,8,5,22,17,26,26,14,6,27,24,2,27,29,19,25,14,21,27,5,27,11,10,25,25,15,24,11,20,19,25,25,9,11,9,9,29,5,5,27,26,5,22,2,2,23,23,27,5,19,21,25,8,27,8,17,5,14,8,8,21,14,14,15,28,26,5,25,27,27,15,10,29,5,5,24,27,15,3,27
22,12,15,15,11,28,14,5,16,10,27,25,25,9,9,29,25,9,9,8,10,22,10,27,27,27,27,27,27,21,27,29,26,18,27,27,27,9,24,11,13,21,21,6,26,25,25,9,14,14,14,8,5,5,13,24,13,13,13,21,15,24,2,25,16,4,8,4,27,27,8,14,13,13,27,27,27,5,29,19,15,11,25,16,28,28,26,14,28,28,28,26,15,27,14,14,11,12,14,27,27,27,13,27,7,13,19,27,24,14,6,5,9,6,5,8,5,27,29,10,16,9,5,7,25,28,26,15,15,14,11,6,27,27,21,20,5,5,27,14,4,29,7,8,27,5,25,6,29,16,22,20,27,6,29,5,13,14,21,19,25,14,8,5,4,6,14,27,27,19,7,8,9,5,17,6,24,26,2,22,13,29,27,21,7,29,5,5,4,23,6,28,24,6,7,27,27,11,8,8,6,8,19,22,22,25,23,12,27,13,16,2,13,6,6,25,16,6,14,5,5,9,8,24,29,28,25,7,14,7,22,13,11,9,15,25,14,4,5,5,14,20,22,5,5,26,19,3,15,25,11,27,14,5,11,13,13,12,5,15,19,12,6,25,12,5,9,9,9,5,26,19,6,11,3,12,12,21,21,14,25,3,14,5,29,8,8,14,22,24,23,24,14,21,26,19,25,19,26,19,26,5,5,15,5,11,11,22,4,25,7,3,21,20,19,22,11,11,29,29,9,9,29,10,21,6,29,29,2,2,23,5,27,11,21,10,8,8,8,8,9,3,14,8,8,14,9,14,28,28,20,9,25,27,27,17,22,27,5,11,5,8,15,8,21
23,11,15,15,11,28,10,5,6,16,16,25,12,9,9,29,29,27,9,2,22,10,6,10,27,6,27,27,27,21,5,9,26,8,27,27,27,6,9,27,25,19,23,14,26,27,25,9,14,14,7,8,11,5,5,24,13,13,13,14,19,11,2,2,19,11,14,4,27,14,14,6,16,13,27,27,25,5,8,7,5,11,12,24,7,28,10,27,28,20,20,19,9,27,19,11,11,8,14,27,27,20,13,27,5,13,19,15,5,6,17,5,27,19,5,14,25,25,29,10,25,5,24,7,6,28,26,16,19,14,14,6,5,27,21,27,11,5,27,14,14,20,9,8,7,7,25,28,13,16,22,5,8,9,24,5,13,14,5,21,4,14,5,5,27,14,2,29,21,19,29,16,9,5,29,6,24,20,14,10,14,15,27,19,6,6,5,11,4,23,18,13,13,19,13,8,6,9,9,7,12,8,19,22,6,25,23,29,20,27,25,13,10,4,6,6,18,16,25,5,9,16,27,13,28,28,14,25,14,13,20,13,27,27,4,29,25,12,16,19,14,5,11,19,9,6,6,28,17,22,11,27,14,13,27,13,19,19,15,14,19,8,8,13,12,13,9,27,9,25,12,19,12,5,7,12,26,25,13,14,25,9,5,14,14,8,8,5,6,15,11,24,14,3,5,19,23,4,4,28,9,5,5,25,14,5,11,4,25,11,15,17,8,26,15,9,11,11,29,29,25,26,14,9,10,26,6,6,2,2,15,5,5,21,29,21,7,9,8,11,20,3,14,8,8,29,14,14,15,7,7,9,19,27,28,25,2,15,27,27,5,27,27,12,8
24,11,12,15,11,28,5,14,16,27,12,25,9,19,15,27,27,13,9,10,14,10,10,5,8,27,27,27,27,19,5,26,26,27,5,5,27,14,14,27,21,28,23,6,5,13,25,25,25,15,27,27,7,8,5,24,13,10,27,20,15,13,20,16,25,19,4,27,27,27,12,27,16,13,27,27,9,27,8,7,19,11,27,3,7,28,6,28,27,16,20,9,7,6,26,13,11,8,19,27,27,27,27,13,18,13,19,27,8,6,12,29,27,10,5,14,5,25,20,3,12,24,7,7,8,28,26,19,19,25,11,14,19,27,20,5,11,5,22,14,14,20,16,6,9,2,25,6,27,10,22,25,8,9,6,5,19,25,21,21,24,14,14,4,27,14,14,2,11,19,14,16,9,2,29,6,24,19,6,10,5,14,4,21,25,21,8,22,4,25,25,5,6,7,29,8,16,15,5,8,19,12,19,19,5,25,23,29,29,27,19,13,5,4,25,6,28,6,9,5,9,5,27,24,3,6,5,25,14,27,27,27,11,13,15,9,25,5,5,19,14,22,9,5,4,5,5,10,19,25,25,8,14,27,5,13,19,19,5,22,4,19,8,13,12,22,27,5,9,28,24,19,22,11,15,26,9,21,29,19,22,5,14,25,14,14,8,14,29,3,19,27,11,3,12,19,25,19,9,26,11,26,21,26,15,15,11,4,4,11,9,7,6,26,26,25,9,11,29,29,19,10,13,9,22,6,6,29,2,2,2,5,5,26,28,28,29,27,8,17,29,3,10,8,8,11,11,14,28,7,7,27,11,27,25,2,15,15,15,15,5,5,15,12,8
25,11,12,15,11,9,14,22,8,10,21,25,9,12,9,5,27,13,9,26,16,14,6,10,6,10,8,27,27,19,5,26,21,27,5,27,14,14,14,19,13,3,23,21,21,13,9,5,6,20,29,27,26,8,22,19,24,27,13,13,25,27,20,19,27,11,27,4,27,27,13,27,19,27,27,6,6,19,14,7,5,27,27,14,7,5,28,27,26,9,20,7,7,6,13,13,24,8,6,27,27,27,27,10,6,13,27,15,5,27,6,9,13,6,5,14,5,9,25,25,6,12,25,7,6,27,13,16,19,7,11,12,27,27,19,20,28,9,22,22,6,18,4,8,6,7,15,6,6,14,6,25,8,9,6,14,13,25,27,21,5,28,27,20,4,28,7,20,8,27,22,16,6,2,29,6,24,8,6,13,9,11,14,21,14,21,8,4,4,3,6,10,14,29,13,8,16,8,14,14,25,5,10,6,6,25,10,5,5,27,13,6,4,7,12,6,25,6,6,11,9,28,16,8,6,6,6,28,3,28,18,27,19,13,15,6,25,23,5,19,5,13,6,14,4,27,6,19,6,25,25,14,27,13,27,8,19,19,18,25,19,14,10,6,9,2,27,9,2,22,24,25,22,22,22,19,9,15,22,5,25,14,14,25,14,5,8,14,6,19,19,19,3,26,12,25,14,13,24,26,26,26,25,21,15,5,11,11,4,25,24,13,20,26,26,9,9,11,29,9,29,29,13,10,5,19,21,24,2,2,2,14,29,26,21,25,7,27,8,8,17,3,9,8,8,29,14,15,18,8,8,15,9,17,27,15,15,27,23,15,11,5,27,12,9
26,27,12,15,14,14,9,6,15,21,29,25,25,14,2,23,24,25,13,6,14,14,5,10,10,10,8,25,18,5,5,19,17,27,5,27,12,15,27,14,13,19,27,27,11,9,27,25,6,27,4,27,26,3,22,24,7,2,10,6,25,27,5,20,19,11,27,3,27,7,18,27,4,23,12,19,6,14,5,7,8,16,29,7,19,3,6,26,6,9,13,7,6,6,26,13,13,8,5,27,22,20,20,10,13,12,19,19,15,25,17,5,27,10,5,14,5,25,27,3,3,5,7,6,6,27,20,20,14,2,11,19,27,25,14,5,6,9,11,22,5,20,20,7,7,3,6,6,7,6,6,12,15,15,14,20,17,19,19,21,4,29,5,11,6,8,14,14,8,19,20,8,2,2,17,6,19,28,6,10,20,11,4,4,14,21,19,25,4,3,25,19,10,7,29,5,27,29,19,26,8,5,6,6,6,9,29,5,27,27,13,14,6,7,12,25,25,27,7,5,27,9,5,8,7,6,28,28,3,28,7,27,17,27,15,26,14,25,5,19,27,27,22,22,27,2,4,10,24,14,25,10,14,27,27,27,8,19,19,22,24,4,10,6,9,22,13,9,15,25,22,25,28,19,22,5,9,21,14,26,14,27,5,14,14,14,15,14,11,6,19,25,19,14,29,26,11,19,2,26,26,10,2,27,15,15,11,28,19,27,25,24,13,26,11,17,9,11,29,17,29,29,10,10,17,6,6,6,22,22,24,5,5,8,29,25,27,27,21,8,6,9,10,25,8,29,14,15,14,7,19,23,11,12,27,15,15,14,27,15,15,11,27,12,27
27,8,21,14,10,14,15,28,19,11,28,25,9,3,23,23,24,15,19,15,15,5,5,29,10,10,8,25,11,5,9,9,8,5,5,5,12,15,14,13,13,9,27,24,21,26,2,25,6,6,5,29,28,28,25,24,9,15,28,9,27,27,20,27,11,11,27,27,20,28,22,27,19,12,6,27,6,5,5,17,8,29,22,7,13,6,6,11,8,16,13,11,19,9,27,13,21,8,27,11,22,27,20,10,6,12,19,6,27,6,28,5,27,6,5,14,15,27,20,16,19,6,6,5,6,25,20,20,11,11,9,5,24,5,14,16,5,22,5,5,25,20,9,7,5,6,6,6,7,7,17,17,26,15,27,29,5,19,11,24,13,11,5,25,25,25,27,7,29,6,3,8,6,2,29,6,24,8,14,10,14,9,4,22,28,21,9,2,19,18,4,5,19,29,14,11,22,16,14,26,25,5,10,6,12,5,27,5,9,27,13,3,24,7,12,25,6,27,13,27,27,5,26,8,27,6,6,28,27,28,7,11,6,26,9,8,6,25,5,5,19,25,22,22,20,2,6,6,12,25,25,10,27,27,27,20,19,19,7,25,18,4,15,24,22,22,13,25,22,25,5,25,22,22,22,15,27,27,24,5,14,27,26,14,14,14,26,15,5,14,18,2,6,3,15,14,11,28,5,9,9,26,5,17,17,15,27,21,19,25,25,13,13,26,26,17,9,11,9,9,29,29,10,10,14,6,14,22,21,2,2,5,5,26,26,21,8,8,27,5,8,17,10,5,25,12,14,14,25,19,8,23,9,27,27,27,14,9,17,17,15,20,5,24,27
