,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363
1100,8,5,5,5,29,20,18,6,29,28,28,15,11,26,6,14,14,13,3,16,16,7,21,18,17,4,5,27,7,7,16,26,19,3,28,16,7,27,16,16,16,26,15,19,19,27,28,28,14,27,28,28,8,19,6,28,14,14,20,3,28,6,19,29,7,15,15,5,22,22,22,28,28,15,28,4,27,18,14,18,22,5,6,27,21,27,27,27,27,27,7,27,27,28,19,19,28,5,7,7,3,19,6,19,19,27,27,27,27,17,27,27,19,12,27,6,23,5,5,27,5,27,9,9,16,9,28,9,26,9,19,16,24,10,22,12,15,15,23,13,27,9,9,9,27,27,4,7,5,8,8,6,27,27,27,27,27,5,11,26,28,5,10,10,29,29,2,22,27,27,27,25,5,5,12,24,24,9,6,9,27,27,27,19,19,21,20,25,8,9,13,13,13,27,25,27,5,5,20,5,4,19,5,5,27,27,7,27,9,24,27,27,27,18,23,5,25,13,6,22,4,27,25,5,10,6,18,5,29,16,8,10,10,7,25,17,17,13,13,5,5,5,27,5,4,13,6,12,12,3,7,27,17,17,6,17,7,15,27,17,8,16,17,17,19,15,15,15,15,20,15,15,17,28,19,19,15,12,23,12,12,9,27,29,9,22,9,13,19,11,24,19,11,14,14,15,24,27,26,26,26,5,27,27,14,18,25,2,27,5,14,5,27,16,21,9,26,28,28,27,12,18,8,9,13,19,9,14,7,5,27,15,17,27,18,24,24,27,12,12,5,9,19,27,27,27,21,16,5,5,21,23,23,28,26,5,9,27,19,19,9,24,27,15
1101,27,27,5,5,15,12,27,19,7,27,29,27,16,16,7,14,5,13,3,3,3,3,21,6,27,20,7,27,27,3,28,27,19,3,16,16,27,27,17,16,27,16,13,11,28,27,28,28,2,27,28,28,8,13,6,28,25,14,8,26,28,8,15,27,3,6,19,15,22,14,22,28,28,27,25,28,20,5,18,14,27,5,5,27,27,27,27,19,27,27,7,27,28,26,19,27,28,5,27,3,27,27,6,19,11,12,15,27,9,19,27,12,12,17,9,27,9,25,5,27,27,5,27,9,3,12,3,7,19,16,16,3,16,22,20,5,15,19,27,13,28,5,27,9,27,27,20,20,27,22,8,27,27,27,27,27,8,25,19,28,28,5,10,10,28,9,10,25,10,27,27,5,25,12,12,7,24,3,25,26,27,27,27,19,19,21,16,30,21,13,3,13,13,27,9,25,9,5,5,29,11,19,10,6,8,27,16,27,19,20,7,28,27,21,2,12,5,20,21,6,24,27,11,29,27,6,18,8,27,16,29,19,10,7,11,12,26,13,13,19,5,19,27,13,5,27,24,11,12,6,16,9,20,25,7,19,3,21,27,11,10,20,9,9,8,19,12,19,17,3,15,15,15,15,15,19,25,28,25,12,12,11,25,29,9,29,8,10,14,25,24,3,14,11,14,19,24,5,26,26,26,14,27,10,8,18,28,28,9,19,14,19,19,28,9,9,26,28,28,27,12,18,28,27,9,19,27,14,14,9,5,15,15,27,15,6,24,9,5,5,5,5,27,27,27,27,21,16,3,26,19,19,6,6,3,9,9,27,3,8,6,7,19,27
1102,25,9,8,3,8,27,17,18,11,15,15,11,28,15,28,28,9,9,8,3,9,29,27,26,5,6,3,26,21,13,9,3,13,27,21,9,8,15,20,9,3,5,15,3,9,5,10,7,14,10,14,6,13,19,5,16,16,8,5,16,7,13,20,18,16,27,5,9,3,6,12,28,27,28,28,28,26,16,6,16,7,28,27,27,27,17,27,27,6,27,14,5,21,5,27,14,6,6,7,29,26,14,16,7,17,26,9,9,19,14,8,8,11,25,22,27,6,22,6,22,2,6,6,25,25,14,14,5,25,29,8,19,16,28,10,24,10,25,17,17,14,27,20,6,19,15,6,14,29,20,28,29,2,14,15,8,6,6,20,5,14,25,14,3,16,6,6,2,29,6,6,6,14,8,14,15,15,6,14,14,17,28,5,14,19,9,22,24,19,22,5,5,14,19,5,14,22,15,5,15,14,22,27,6,5,19,22,22,5,8,27,19,16,9,9,9,6,19,20,27,20,12,15,15,25,11,20,28,27,13,28,28,9,9,14,14,14,5,10,6,27,27,29,27,19,12,8,25,27,3,29,22,27,13,14,21,26,3,22,10,19,11,24,21,27,3,26,13,25,10,11,16,29,21,19,9,19,9,20,25,3,9,9,9,11,25,9,15,19,8,26,3,27,28,27,5,17,19,11,8,5,11,11,11,28,25,9,28,12,16,2,25,19,9,9,9,27,26,14,11,21,25,11,28,21,25,9,5,14,19,22,8,4,28,26,15,12,10,7,6,9,15,19,26,5,11,9,8,12,13,17,11,25,25,13,22,25,9,15,29,25,13,29,22
1103,22,25,14,9,29,8,8,8,24,15,15,11,11,14,15,22,9,20,15,20,15,26,27,11,21,12,15,26,21,13,9,7,5,27,15,19,12,12,3,6,5,17,15,9,9,19,19,5,11,10,16,14,29,19,19,16,5,5,19,3,12,13,28,7,25,28,5,19,12,6,12,20,27,11,27,27,26,27,6,6,6,8,8,27,27,13,27,27,6,23,5,5,14,27,27,16,6,11,6,6,16,8,10,15,25,26,8,13,29,28,15,19,27,11,29,2,6,22,10,5,8,22,22,25,15,25,29,16,25,8,14,19,7,25,6,7,10,8,26,26,17,27,20,9,11,5,13,11,21,4,6,6,12,20,6,5,22,6,25,5,14,25,14,12,8,14,5,2,4,24,25,2,14,27,14,17,28,6,4,14,6,28,11,14,19,14,9,10,9,22,5,28,22,5,14,14,14,9,5,22,3,22,29,4,25,20,18,22,9,27,27,19,16,27,24,24,29,26,16,20,25,5,15,5,27,20,29,28,28,9,28,28,27,14,14,14,14,10,5,6,27,5,27,5,27,12,13,25,25,15,5,5,20,24,18,21,3,11,3,10,9,11,3,21,27,9,5,25,19,27,9,9,29,5,27,9,13,14,19,25,3,14,27,9,19,6,19,19,19,26,26,19,27,27,27,5,19,25,11,11,5,14,22,11,28,28,8,28,28,16,16,10,25,9,5,9,19,14,14,9,5,27,18,28,5,9,2,5,14,5,22,9,2,28,28,7,12,10,28,9,13,25,19,9,28,26,3,7,10,24,14,29,21,25,12,13,18,11,11,29,25,9,11,29
1104,3,25,8,9,9,8,27,8,27,27,15,11,3,11,15,15,28,25,11,20,19,16,27,29,12,6,27,26,21,13,9,3,11,6,19,22,19,9,27,10,13,23,5,22,9,19,25,5,15,9,25,14,21,15,14,27,11,5,6,21,13,13,7,6,19,20,19,19,25,25,14,27,27,11,22,24,26,27,13,22,11,25,8,27,27,18,6,27,6,5,4,27,27,5,27,9,15,20,6,19,16,8,20,7,17,27,8,6,11,5,8,7,12,27,24,2,6,22,15,11,13,10,11,25,27,14,16,16,25,25,27,10,28,16,11,10,25,8,26,9,11,27,25,28,27,4,13,17,27,4,6,6,25,18,11,27,9,6,25,19,9,8,14,25,28,16,19,7,19,6,25,6,14,14,14,14,28,5,19,5,28,17,19,19,19,22,22,5,9,22,5,28,25,18,22,14,11,9,8,19,29,25,5,25,16,9,25,14,9,6,27,19,23,27,25,21,5,26,25,27,20,29,15,27,5,14,25,28,21,28,28,28,24,14,9,14,5,27,19,6,27,5,27,27,12,27,27,25,27,27,9,5,20,13,5,5,12,27,19,16,9,25,20,27,27,3,25,25,19,27,9,9,19,29,29,22,8,14,25,25,3,17,25,27,9,22,9,9,5,8,26,28,27,27,13,12,19,19,9,9,5,18,7,14,28,9,8,28,16,16,27,12,19,13,27,21,9,26,14,19,22,18,18,28,5,8,28,16,17,10,29,29,14,28,9,7,27,10,9,7,13,19,9,5,9,9,5,14,25,5,15,15,19,29,14,22,20,25,11,29,10,25,11,29
1105,3,29,8,29,29,8,8,8,3,15,15,11,25,11,15,28,25,29,14,14,13,26,27,26,21,14,3,26,21,13,9,20,24,24,29,11,10,9,12,10,13,14,5,29,13,15,25,25,5,9,25,14,4,2,8,19,11,25,24,8,13,13,7,16,7,13,20,26,8,25,11,25,14,14,8,15,5,27,19,14,22,8,11,9,28,27,27,4,22,16,5,14,27,16,27,25,5,9,3,6,19,9,14,7,27,27,15,5,27,5,27,13,5,10,3,11,5,12,12,11,5,10,27,5,9,25,27,7,3,24,10,28,28,28,15,19,25,25,26,15,14,23,25,17,27,4,13,17,27,26,6,6,6,27,11,26,27,5,25,5,6,6,14,20,29,21,5,7,20,10,19,25,14,14,7,20,28,19,19,14,5,28,29,14,22,14,9,6,9,9,8,28,28,5,22,13,14,9,29,6,19,4,28,25,5,14,16,14,9,22,10,27,8,9,24,5,5,5,9,24,20,27,15,27,25,25,14,13,27,28,25,27,27,14,9,14,5,27,19,6,27,5,5,27,3,27,27,26,27,5,5,5,27,13,5,28,3,3,3,19,20,27,20,15,27,25,28,5,19,9,6,9,6,8,20,22,8,9,14,25,11,14,20,26,27,9,28,16,26,9,14,28,27,27,19,13,19,19,9,9,5,14,5,14,28,18,8,26,9,16,16,19,19,13,27,21,9,19,14,19,19,8,18,28,5,27,6,6,3,5,29,24,9,28,9,7,3,12,17,6,13,28,9,5,28,9,5,6,25,10,17,22,19,25,19,5,21,25,12,29,27,11,11,9
1106,8,26,9,26,29,27,8,15,22,15,15,11,16,25,14,28,28,25,14,26,13,5,28,24,15,3,8,16,21,2,9,23,11,29,29,12,10,9,25,28,3,9,22,5,19,19,5,7,28,9,25,23,14,14,24,27,21,20,8,25,12,13,14,15,19,13,5,26,6,14,14,8,14,14,11,15,6,15,25,10,22,11,9,27,27,28,2,25,18,5,5,14,27,25,18,9,19,9,3,6,19,19,20,27,27,27,15,29,13,5,13,14,12,10,16,11,5,11,25,19,6,10,27,8,9,6,27,24,8,8,10,27,28,28,26,10,7,12,26,15,29,7,14,5,27,5,13,17,9,19,6,6,5,3,18,5,27,19,9,5,6,6,14,27,16,11,27,7,11,6,26,25,14,14,7,14,29,19,19,6,28,8,4,19,7,14,22,22,9,15,24,5,25,4,24,22,15,19,15,22,19,25,19,25,6,14,6,14,27,25,13,16,5,9,5,29,10,13,9,16,3,27,15,27,5,22,25,27,21,27,26,27,27,5,9,8,5,22,19,19,27,16,27,27,8,27,24,26,27,5,21,5,10,13,15,12,3,3,3,19,19,9,25,16,9,9,29,25,5,19,6,9,25,29,27,22,8,14,14,20,3,12,16,19,19,20,28,19,19,27,14,26,3,27,27,27,19,9,9,9,25,26,7,28,19,6,8,18,27,27,27,28,25,9,9,21,27,28,14,22,22,21,18,8,5,26,8,6,6,5,29,29,29,21,5,8,27,10,28,27,13,16,19,5,9,28,28,3,27,13,13,25,19,9,26,20,3,28,3,6,10,19,27,16
1107,8,9,2,26,12,27,11,14,6,15,15,11,27,25,8,28,28,25,15,14,5,5,27,4,21,13,9,26,16,2,7,23,11,5,19,27,10,9,25,28,3,5,10,10,26,15,12,5,27,27,10,2,16,14,14,14,29,6,25,25,7,14,29,15,15,27,25,6,8,8,14,19,19,14,6,14,14,14,14,15,22,11,9,14,25,25,5,25,18,5,5,11,27,27,19,19,19,9,3,25,19,19,14,27,27,23,15,5,28,5,8,21,5,11,19,11,5,11,12,6,6,14,27,25,9,6,27,16,21,24,10,3,28,16,11,20,13,25,26,9,29,14,5,5,27,4,13,9,25,4,6,6,6,11,27,27,27,19,13,6,6,6,19,27,16,27,27,18,27,4,6,19,10,14,5,20,29,5,19,19,14,8,25,13,20,14,22,11,9,11,8,5,27,18,3,5,20,29,8,21,19,19,15,25,12,10,16,14,21,15,13,16,27,9,24,29,5,27,18,16,27,3,15,15,16,27,12,27,21,25,28,19,29,14,9,9,5,22,19,19,27,16,5,27,15,24,24,5,27,24,5,3,16,13,18,16,16,3,3,16,19,19,9,9,21,9,28,28,19,11,6,28,23,5,27,22,8,14,14,25,15,27,16,26,6,20,24,12,19,27,19,9,27,27,19,9,28,14,9,9,7,18,19,16,28,18,22,28,28,27,9,28,19,13,25,21,27,17,14,29,9,9,10,26,5,10,10,3,5,5,29,26,9,19,26,7,27,12,17,10,29,13,16,5,9,28,20,16,16,13,13,17,9,9,19,12,3,26,10,5,10,28,27,29
1108,8,25,11,19,12,7,5,14,6,15,15,5,11,29,12,27,28,29,27,13,9,5,25,16,14,12,16,16,21,2,5,27,23,17,29,29,28,12,16,28,28,16,24,10,26,12,27,13,17,9,5,14,11,5,22,11,5,28,25,8,7,7,20,26,16,6,6,26,26,15,14,13,14,20,29,6,15,28,14,22,22,11,14,5,27,27,27,4,18,5,5,14,27,27,11,9,9,9,11,12,12,27,6,6,28,23,27,10,27,21,8,14,29,9,19,2,23,19,12,20,27,27,27,25,9,19,24,7,7,24,28,27,28,13,25,25,15,26,26,13,5,5,16,5,27,29,13,5,29,4,12,6,16,3,9,27,27,8,9,24,3,6,27,27,20,27,27,5,7,22,13,18,5,8,5,28,29,5,16,6,26,8,14,13,7,20,11,13,5,4,8,5,5,27,11,11,14,17,10,22,19,8,25,29,5,10,7,13,10,15,27,16,5,9,5,29,10,13,28,29,27,27,15,13,16,14,25,22,8,28,29,28,25,14,19,9,5,6,6,27,27,16,21,5,15,10,19,9,9,16,27,27,19,13,9,28,16,3,7,19,19,25,16,9,21,9,28,28,19,12,3,3,6,5,9,22,14,14,19,11,5,26,10,26,6,27,28,19,27,20,19,9,17,27,18,27,28,28,9,9,7,19,28,28,9,6,9,28,28,16,19,25,25,9,9,9,27,9,14,5,9,5,26,23,5,9,8,6,5,5,29,19,29,5,5,25,27,12,20,10,29,25,15,17,9,28,5,17,14,6,10,16,21,9,19,14,27,25,11,11,10,10,28,22
1109,8,8,27,15,17,5,5,19,27,5,15,11,11,25,16,12,20,27,15,13,8,5,27,5,14,12,28,26,21,21,5,27,14,24,29,28,28,18,28,28,28,20,10,10,7,25,27,27,27,13,6,19,11,4,4,20,11,6,20,10,14,11,27,8,19,8,7,25,26,8,19,27,24,11,5,6,25,5,14,5,19,11,14,4,27,27,5,22,18,5,16,14,27,27,9,9,9,7,3,22,12,12,15,6,28,28,15,9,27,14,8,5,5,9,6,24,21,27,20,27,27,27,27,25,6,19,24,16,21,27,27,3,28,13,10,7,15,19,26,25,27,16,25,5,5,9,4,28,29,16,6,6,9,3,5,15,22,19,19,3,7,17,3,18,20,5,25,5,4,5,16,18,6,12,12,16,28,26,26,3,26,5,25,13,3,20,13,24,19,11,24,19,5,21,11,14,21,22,10,16,8,19,8,6,4,10,7,21,9,16,16,9,5,9,29,22,10,20,11,29,27,27,13,13,6,24,25,22,27,13,29,25,25,9,19,9,27,10,19,27,27,8,5,5,15,27,16,29,9,27,25,27,19,19,18,9,28,26,7,19,10,16,28,16,22,19,26,28,19,12,3,3,12,23,15,27,22,9,10,11,19,27,10,26,22,5,27,19,19,14,26,9,27,27,27,19,8,5,9,27,15,19,28,28,28,18,27,9,28,25,16,25,25,9,9,19,27,29,14,5,5,5,26,19,28,21,18,5,27,24,27,4,9,5,9,6,27,5,9,10,27,29,9,20,19,9,9,27,16,14,13,11,27,21,19,19,27,25,5,5,9,10,15,6
1110,8,27,14,27,17,27,21,19,23,5,15,11,10,12,15,19,11,11,10,13,5,28,27,16,13,5,16,9,27,21,5,27,14,13,25,7,11,18,13,3,13,16,10,10,28,17,28,27,27,13,19,5,5,29,4,27,14,6,5,10,14,13,11,13,19,8,7,12,5,6,6,10,14,5,14,9,6,6,14,25,5,8,11,29,19,19,14,8,6,6,16,27,9,27,27,9,9,12,15,22,12,27,19,25,9,9,24,21,27,20,25,27,27,6,5,24,27,22,27,27,27,27,11,6,14,19,5,5,6,27,27,3,28,19,27,10,19,14,29,21,22,22,14,5,5,9,9,5,29,19,19,6,7,7,22,25,12,13,9,6,5,5,3,3,16,13,25,6,19,25,27,18,5,6,27,16,29,8,16,24,9,27,21,13,27,27,13,6,24,11,13,27,19,21,4,5,21,10,15,9,19,8,8,4,4,16,20,21,10,27,27,16,5,9,25,8,10,16,16,29,27,27,13,6,6,14,25,22,27,8,6,25,29,5,19,22,22,6,5,27,5,27,18,18,10,27,27,27,27,27,25,27,19,13,13,5,9,3,7,10,10,19,28,9,19,19,25,28,19,12,27,25,28,13,25,28,19,9,14,25,11,27,10,28,19,9,22,19,19,14,14,19,3,27,27,19,15,9,27,19,15,18,7,5,28,16,9,9,7,15,12,25,25,9,9,19,19,19,14,5,5,28,18,20,12,19,3,27,27,24,19,19,26,15,12,9,5,5,5,27,29,27,27,16,29,28,28,20,16,13,19,9,27,21,3,19,4,25,6,11,10,25,28,19
1111,8,27,14,27,26,12,27,19,19,14,5,28,9,25,15,15,20,29,11,13,19,16,24,3,13,12,16,27,21,21,3,25,5,13,19,12,28,18,13,3,28,26,9,28,28,7,17,26,26,19,5,6,11,29,27,14,29,24,28,10,10,13,27,27,19,8,21,21,24,26,6,13,7,22,2,6,25,25,14,27,5,5,20,13,25,5,7,8,6,6,16,20,9,9,26,9,17,12,24,14,19,21,27,25,27,9,14,27,9,21,25,25,5,17,8,24,26,19,20,27,25,27,27,5,6,19,5,22,22,27,27,7,28,19,27,20,13,6,29,25,11,5,25,5,6,21,13,29,29,19,8,6,19,12,2,21,22,19,19,6,27,12,3,12,16,5,25,5,17,17,27,10,6,6,27,16,26,27,25,24,9,14,21,25,15,14,19,19,19,27,14,28,6,27,27,27,21,21,15,5,19,5,8,4,19,6,27,21,9,19,16,8,5,9,14,8,26,28,28,29,27,27,13,6,13,11,27,20,25,25,25,25,5,14,5,16,6,6,28,27,18,29,8,14,14,27,13,14,21,26,19,27,19,8,13,5,5,9,7,12,10,7,28,11,9,19,7,18,12,12,10,6,20,10,15,25,9,9,21,25,11,10,10,26,17,8,9,19,19,14,20,19,27,27,27,9,15,5,22,19,5,11,24,18,9,18,22,27,8,19,12,16,9,3,9,27,27,3,14,8,28,5,26,20,20,21,14,27,24,24,19,19,26,5,14,12,5,5,5,27,29,27,16,19,21,28,18,17,16,13,19,27,21,21,9,28,27,27,21,21,25,5,7,19
1112,10,5,26,9,29,27,27,27,19,14,26,16,2,25,15,27,16,27,18,8,6,5,26,3,5,19,9,9,20,21,3,27,16,27,16,7,10,4,4,3,28,26,24,6,28,28,9,28,28,16,6,15,11,4,28,14,14,14,20,27,10,27,11,13,20,8,27,11,13,25,6,10,7,25,5,6,6,19,25,25,5,5,27,11,16,27,4,4,25,9,16,20,9,27,7,9,6,13,24,15,10,21,9,15,27,9,13,27,9,14,9,19,27,5,14,24,25,14,12,21,25,25,11,19,6,5,24,5,21,8,27,27,25,22,27,15,27,27,29,25,17,5,14,5,5,6,29,29,29,14,10,6,22,11,22,22,22,25,25,27,27,21,3,2,16,9,25,5,5,13,16,27,12,9,5,16,26,8,26,24,26,5,20,14,27,14,19,6,19,11,21,27,21,19,9,25,21,22,15,9,19,5,19,29,16,16,19,16,10,24,16,9,9,16,11,14,13,28,18,24,27,27,13,6,6,3,22,20,5,27,29,25,25,29,5,16,9,27,21,27,27,29,8,14,10,15,27,25,27,25,27,27,5,19,28,9,9,9,20,6,19,7,16,11,19,19,25,26,19,12,3,6,17,10,25,9,9,14,10,28,11,10,14,25,17,9,20,19,26,14,26,9,6,27,18,19,19,5,9,9,5,19,27,27,3,16,19,9,18,18,12,16,25,3,9,21,19,3,14,8,10,26,26,26,20,9,18,27,11,24,19,19,5,24,19,6,5,5,27,9,17,27,13,9,9,28,26,3,17,19,16,3,27,21,3,17,6,27,7,3,10,5,27,9
1113,21,5,29,26,27,27,27,19,19,14,5,28,2,3,27,27,16,7,13,18,6,17,28,28,10,19,16,13,16,9,27,15,27,27,27,7,14,27,4,7,28,26,10,3,28,25,27,9,26,16,26,15,5,29,16,27,27,6,20,27,7,6,6,9,15,8,14,27,16,20,20,24,22,11,2,6,25,22,9,25,5,9,20,7,22,27,5,18,6,18,15,19,6,27,9,9,15,9,24,15,19,21,20,27,27,13,16,6,6,10,7,27,27,8,11,24,25,8,12,21,25,25,25,6,9,22,14,5,22,19,27,5,27,22,27,21,27,10,21,21,27,5,5,5,9,27,4,3,29,14,20,6,12,5,6,27,22,3,25,27,27,12,3,28,4,9,25,4,28,25,27,27,12,11,5,28,20,8,16,24,26,27,21,28,27,20,20,19,6,22,27,21,21,9,10,16,21,22,15,27,7,12,19,6,16,7,20,26,26,27,9,9,9,16,11,20,13,7,18,5,5,8,13,5,16,11,12,12,5,2,6,25,29,25,12,16,10,9,17,9,27,27,5,14,5,27,15,14,27,27,5,27,27,19,19,5,28,26,27,10,17,19,16,13,9,9,19,28,19,12,3,6,25,10,15,19,9,9,10,25,11,10,10,19,19,5,9,19,26,20,10,28,6,27,27,19,27,5,9,19,23,27,5,27,3,9,19,28,5,18,17,28,19,9,9,25,28,28,25,8,9,26,26,26,12,9,8,6,11,15,19,28,26,24,24,3,27,5,25,27,15,9,16,9,5,28,3,3,19,10,3,9,5,27,3,3,27,27,7,15,10,10,28,19
1114,8,17,9,27,27,27,8,2,14,14,10,28,21,25,28,27,16,27,3,6,27,24,7,5,29,10,3,9,16,7,28,27,28,27,16,19,14,5,27,3,19,7,3,19,28,2,3,19,28,16,11,5,9,17,6,27,4,6,28,26,27,14,27,27,15,6,11,11,25,6,24,2,22,22,9,29,28,22,9,12,5,19,19,4,22,29,5,6,6,16,7,9,6,27,9,9,15,13,19,15,19,21,7,19,27,12,9,27,6,10,7,6,18,19,6,27,23,5,12,21,25,25,25,5,5,27,27,16,5,6,12,12,2,13,19,27,19,24,12,21,25,25,25,25,9,9,13,27,20,14,3,5,5,28,22,19,8,6,25,27,27,10,27,28,14,20,8,23,28,14,21,6,12,5,5,25,15,26,5,24,26,27,12,28,27,20,20,21,16,19,12,21,21,10,9,10,13,22,27,27,5,2,6,6,10,3,20,26,16,25,11,29,26,5,27,20,13,28,7,5,27,3,13,5,25,11,29,14,27,6,29,5,25,11,14,15,8,6,8,6,27,19,14,5,10,5,11,14,27,18,10,5,27,19,18,19,28,9,19,19,19,10,18,18,9,9,25,28,12,12,9,13,5,10,9,19,28,14,8,3,3,10,10,19,19,19,5,19,19,14,24,19,6,27,19,19,19,28,28,26,3,5,5,15,17,19,17,9,9,9,9,22,20,9,25,27,28,3,16,22,10,26,26,10,10,9,8,6,5,6,19,26,5,5,5,3,6,5,5,15,11,8,16,5,16,9,3,3,16,13,16,9,21,27,3,3,25,7,7,11,9,5,28,17
1115,8,14,23,26,27,27,14,2,14,14,26,19,21,11,6,5,5,21,22,2,27,12,7,28,29,19,6,9,20,19,28,27,16,27,29,7,28,2,4,7,28,26,27,3,28,27,7,19,5,16,11,9,13,16,6,27,29,7,28,11,14,6,28,19,20,8,11,13,18,28,24,29,22,22,19,6,9,11,27,25,6,19,14,22,5,2,5,6,5,9,9,10,9,27,8,9,29,6,26,8,19,17,7,11,27,9,9,27,6,21,7,12,9,19,29,27,5,26,26,22,22,25,25,21,6,27,5,13,19,15,8,27,2,24,17,27,11,24,21,5,25,25,19,5,5,28,4,8,20,19,25,6,25,5,6,19,8,3,25,5,27,10,27,19,19,9,19,23,28,14,14,25,16,20,27,29,27,5,5,24,26,27,14,28,27,20,20,21,21,19,5,27,21,25,5,13,10,22,27,27,5,19,9,6,16,12,20,26,16,20,13,24,8,5,11,27,13,28,14,5,27,3,13,2,7,11,4,8,19,19,15,9,25,11,14,10,10,24,19,6,29,9,29,14,14,27,11,14,27,27,27,5,5,19,13,28,28,9,3,6,19,27,19,18,9,9,9,28,12,10,27,6,5,10,28,9,9,5,24,3,5,10,10,19,19,16,19,19,3,14,12,19,27,27,9,19,9,19,9,26,19,5,27,7,19,19,19,19,28,18,12,20,28,9,9,25,14,3,9,22,9,23,26,26,4,9,8,6,5,27,27,5,26,5,5,5,27,5,5,17,11,16,13,9,9,28,3,3,6,19,9,19,5,27,3,19,16,7,7,9,9,28,28,15
1116,8,6,29,15,27,27,27,14,9,14,11,19,19,23,6,5,27,7,5,2,27,29,24,3,26,27,6,9,7,3,28,27,13,19,20,5,28,27,27,7,20,7,27,19,28,27,20,19,14,13,6,27,14,5,15,8,27,20,6,11,8,6,27,11,20,8,6,11,25,25,24,14,22,20,9,29,22,5,5,9,24,22,5,22,10,27,5,6,27,27,27,27,29,27,26,9,5,27,17,27,27,13,13,11,27,10,9,5,17,14,24,5,14,21,6,25,27,11,22,22,28,25,25,5,6,10,6,19,11,16,16,5,27,5,5,22,11,24,27,27,3,25,21,5,5,26,29,13,8,14,22,5,27,29,26,9,8,19,28,28,27,10,15,25,19,9,9,25,22,27,9,6,12,11,14,27,27,8,5,24,28,9,10,28,9,27,16,21,21,3,3,3,6,26,9,9,10,27,15,4,5,12,6,6,25,3,20,13,29,16,27,19,29,5,14,25,13,9,20,5,3,3,13,5,25,5,7,14,19,19,6,5,15,11,29,21,22,8,19,8,29,9,29,14,10,27,15,12,27,18,25,5,5,5,13,18,16,3,27,19,15,27,13,19,9,9,9,28,19,10,25,11,9,5,28,28,9,5,25,3,3,10,5,19,14,27,19,9,25,27,12,17,6,27,9,9,28,19,19,26,19,27,19,27,18,19,5,9,3,9,19,27,9,12,9,25,24,28,19,9,10,26,29,26,24,9,8,8,27,27,24,4,19,3,5,25,3,27,5,10,11,28,13,9,9,28,28,16,19,16,16,21,17,27,28,26,16,27,21,20,10,10,28,17
1117,11,5,17,27,27,27,27,5,14,14,11,23,3,11,25,5,3,28,2,6,10,5,7,25,29,19,28,28,29,16,28,27,13,6,16,5,28,27,27,13,9,7,18,19,28,27,20,19,14,2,27,27,14,26,26,8,25,29,26,11,11,6,27,26,8,9,24,5,18,15,27,14,22,22,6,9,5,4,27,21,29,5,5,8,12,2,5,25,27,5,7,9,28,26,19,10,5,11,16,11,27,13,27,25,27,9,9,5,16,4,7,12,25,8,21,6,27,22,5,22,2,8,14,27,9,26,16,28,11,15,25,25,27,20,27,9,22,5,27,27,29,25,19,25,9,11,20,8,29,14,5,9,27,5,25,22,8,12,25,20,27,19,19,16,17,27,19,19,19,5,9,27,5,11,20,27,20,5,16,9,28,27,5,8,5,25,20,13,21,3,3,27,21,2,6,9,10,6,15,16,24,12,6,27,5,26,28,29,19,20,27,15,25,28,14,21,27,9,24,29,3,27,13,4,10,25,19,8,25,14,15,25,25,11,11,13,27,26,19,8,29,10,12,14,10,27,6,28,27,19,5,14,5,19,5,18,5,6,3,3,16,27,19,19,9,9,9,19,5,5,5,14,5,5,27,15,8,9,25,3,11,14,14,27,27,19,25,9,21,12,12,20,10,19,24,9,28,19,26,14,14,5,5,13,28,28,19,19,3,3,27,27,28,12,9,25,28,28,22,19,27,15,29,12,28,9,9,6,19,27,24,5,9,26,14,5,6,5,5,17,11,16,15,9,9,28,14,16,16,27,27,17,19,9,25,26,9,27,5,9,10,19,9,9
